1.,1.,0.19,0.55,1.,0.,0.,1.,4.,1.,0.,0.,1.
1.,1.,0.19,0.45,1.,0.,0.,1.,2.,1.,0.,0.,1.
1.,0.,0.19,0.9,0.,0.,0.,3.,0.,0.,0.,0.,1.
1.,0.,0.19,0.15,0.,0.,0.,1.,0.,0.,0.,0.,1.
1.,0.,0.19,0.45,0.,0.,0.,2.,5.,1.,1.,0.,1.
1.,1.,0.19,0.35,0.,0.,0.,5.,1.,9.,1.,0.,1.
1.,1.,0.19,0.55,0.,0.,0.,4.,0.,2.,0.,0.,1.
1.,1.,0.19,0.15,0.,0.,0.,3.,0.,6.,0.,0.,1.
1.,1.,0.19,0.65,1.,0.,0.,2.,0.,5.,0.,0.,1.
1.,0.,0.19,0.15,1.,0.,0.,1.,0.,0.,0.,0.,1.
1.,0.,0.19,0.45,0.,0.,0.,1.,0.,0.,0.,0.,1.
1.,0.,0.19,0.25,0.,0.,1.,2.,0.,2.,0.,0.,1.
1.,0.,0.19,0.55,0.,0.,0.,3.,13.,1.,1.,0.,2.
1.,0.,0.19,0.45,0.,0.,0.,4.,7.,6.,1.,0.,1.
1.,0.,0.19,0.25,1.,0.,0.,3.,1.,0.,1.,0.,1.
1.,0.,0.19,0.55,0.,0.,0.,2.,0.,7.,0.,0.,1.
1.,0.,0.19,0.45,1.,0.,0.,1.,0.,5.,0.,0.,2.
1.,1.,0.19,0.45,0.,0.,0.,1.,1.,0.,1.,0.,1.
1.,1.,0.19,0.45,1.,0.,0.,1.,0.,0.,0.,0.,2.
1.,1.,0.19,0.35,1.,0.,0.,1.,0.,0.,0.,0.,1.
1.,1.,0.19,0.45,1.,0.,0.,1.,3.,0.,0.,0.,1.
1.,1.,0.19,0.35,1.,0.,0.,1.,0.,1.,0.,0.,1.
1.,0.,0.19,0.45,1.,0.,0.,2.,2.,0.,0.,0.,1.
1.,0.,0.19,0.55,0.,0.,0.,2.,14.,2.,0.,0.,1.
1.,1.,0.19,0.25,0.,0.,1.,2.,14.,11.,0.,1.,1.
1.,1.,0.19,0.15,0.,1.,0.,1.,2.,6.,1.,0.,1.
1.,1.,0.19,0.55,0.,0.,0.,2.,5.,6.,0.,0.,1.
1.,0.,0.19,0.,0.,1.,0.,1.,0.,0.,1.,0.,1.
1.,1.,0.19,0.45,0.,0.,0.,1.,0.,1.,0.,1.,1.
1.,0.,0.19,0.25,1.,0.,0.,1.,0.,0.,0.,1.,1.
1.,0.,0.19,0.35,0.,0.,0.,1.,2.,0.,0.,0.,2.
1.,1.,0.19,0.65,1.,0.,0.,1.,1.,1.,0.,0.,1.
1.,0.,0.19,0.45,0.,0.,0.,1.,14.,2.,0.,0.,1.
1.,1.,0.19,0.06,0.,1.,0.,1.,0.,0.,0.,0.,1.
1.,1.,0.19,0.45,1.,0.,0.,4.,0.,0.,1.,0.,1.
1.,0.,0.19,0.,0.,0.,0.,1.,4.,0.,0.,0.,3.
1.,1.,0.19,1.1,1.,0.,0.,2.,0.,1.,0.,0.,1.
1.,1.,0.19,0.35,1.,0.,0.,1.,0.,0.,1.,0.,1.
1.,1.,0.19,0.65,1.,0.,0.,2.,0.,0.,1.,0.,1.
1.,0.,0.19,0.75,0.,0.,0.,1.,0.,1.,1.,0.,2.
1.,0.,0.19,0.35,1.,0.,0.,1.,2.,0.,1.,0.,1.
1.,0.,0.19,0.55,0.,0.,0.,4.,5.,2.,0.,0.,4.
1.,0.,0.19,0.25,0.,0.,0.,1.,0.,0.,0.,0.,1.
1.,0.,0.19,0.55,0.,0.,0.,2.,0.,1.,0.,0.,1.
1.,1.,0.19,0.55,0.,0.,1.,2.,3.,0.,0.,1.,1.
1.,1.,0.19,0.25,0.,1.,0.,1.,0.,1.,1.,0.,1.
1.,1.,0.19,0.15,0.,0.,0.,1.,4.,2.,0.,0.,3.
1.,1.,0.19,0.25,0.,0.,0.,2.,7.,0.,0.,1.,8.
1.,0.,0.19,0.65,0.,0.,0.,3.,0.,0.,0.,1.,1.
1.,0.,0.19,0.15,0.,1.,0.,1.,0.,4.,0.,0.,1.
1.,1.,0.19,0.55,1.,0.,0.,1.,0.,1.,0.,0.,1.
1.,1.,0.19,0.55,1.,0.,0.,1.,0.,0.,0.,0.,1.
1.,1.,0.19,0.55,0.,0.,0.,2.,0.,0.,0.,1.,1.
1.,1.,0.19,0.35,1.,0.,0.,3.,0.,0.,1.,0.,1.
1.,1.,0.19,0.55,0.,0.,0.,4.,0.,1.,0.,0.,1.
1.,1.,0.19,0.15,0.,0.,0.,3.,1.,0.,1.,0.,4.
1.,1.,0.19,0.15,0.,0.,0.,3.,0.,0.,0.,0.,1.
1.,1.,0.19,0.45,1.,0.,0.,2.,2.,0.,1.,0.,2.
1.,0.,0.19,0.25,0.,1.,0.,1.,0.,0.,0.,0.,2.
1.,1.,0.19,0.15,0.,1.,0.,2.,0.,0.,1.,0.,2.
1.,1.,0.19,0.55,1.,0.,0.,2.,0.,5.,0.,0.,2.
1.,1.,0.19,0.45,0.,0.,0.,5.,2.,5.,0.,1.,2.
1.,1.,0.19,0.45,0.,0.,0.,2.,1.,1.,0.,0.,1.
1.,1.,0.19,0.65,0.,0.,0.,2.,1.,0.,0.,0.,1.
1.,1.,0.19,0.45,0.,0.,0.,2.,0.,0.,1.,0.,1.
1.,1.,0.19,0.01,0.,0.,0.,4.,0.,0.,1.,0.,1.
1.,0.,0.19,0.55,1.,0.,0.,1.,0.,0.,0.,0.,1.
1.,1.,0.19,0.45,1.,0.,0.,3.,0.,0.,0.,0.,1.
1.,0.,0.19,0.55,0.,0.,0.,2.,0.,2.,0.,0.,2.
1.,1.,0.19,0.35,0.,0.,0.,1.,0.,2.,1.,0.,1.
1.,0.,0.19,0.15,0.,0.,0.,1.,0.,2.,0.,0.,1.
1.,0.,0.19,0.55,1.,0.,0.,3.,6.,1.,0.,0.,1.
1.,1.,0.19,0.25,0.,0.,0.,4.,0.,1.,0.,0.,1.
1.,1.,0.19,0.35,1.,0.,0.,3.,0.,0.,1.,0.,1.
1.,0.,0.19,0.06,0.,0.,0.,2.,0.,12.,0.,0.,1.
1.,1.,0.19,0.45,0.,0.,0.,3.,3.,4.,0.,0.,2.
1.,1.,0.19,0.55,1.,0.,0.,2.,2.,0.,0.,0.,1.
1.,0.,0.19,0.35,0.,0.,0.,1.,14.,1.,0.,0.,4.
1.,0.,0.19,0.75,0.,0.,0.,1.,8.,1.,0.,0.,2.
1.,1.,0.19,0.15,0.,0.,0.,1.,3.,0.,1.,0.,4.
1.,1.,0.19,0.45,1.,0.,0.,2.,14.,6.,0.,1.,4.
1.,1.,0.19,0.15,0.,1.,0.,2.,0.,1.,1.,0.,1.
1.,1.,0.19,0.25,0.,0.,1.,1.,0.,9.,0.,0.,1.
1.,1.,0.19,0.35,0.,0.,0.,5.,14.,3.,0.,0.,1.
1.,1.,0.19,0.35,0.,1.,0.,2.,1.,0.,0.,0.,1.
1.,1.,0.19,0.55,0.,0.,0.,1.,6.,0.,0.,0.,5.
1.,1.,0.19,0.35,0.,0.,0.,1.,0.,0.,0.,0.,1.
1.,1.,0.19,0.65,1.,0.,0.,2.,3.,2.,0.,0.,1.
1.,0.,0.19,0.25,0.,0.,0.,3.,2.,3.,0.,0.,2.
1.,1.,0.19,0.55,1.,0.,0.,3.,1.,2.,1.,0.,1.
1.,1.,0.19,0.35,1.,0.,0.,2.,0.,2.,0.,0.,1.
1.,0.,0.19,0.45,0.,0.,0.,2.,2.,2.,0.,0.,1.
1.,0.,0.19,0.45,0.,0.,0.,1.,14.,0.,0.,0.,1.
1.,1.,0.19,0.65,0.,0.,0.,3.,0.,0.,0.,1.,1.
1.,0.,0.19,0.65,1.,0.,0.,2.,0.,0.,0.,0.,2.
1.,0.,0.19,0.45,0.,0.,0.,1.,14.,3.,0.,0.,1.
1.,1.,0.19,0.45,1.,0.,0.,2.,0.,0.,0.,0.,1.
1.,1.,0.19,0.45,1.,0.,0.,1.,0.,2.,0.,0.,1.
1.,1.,0.19,0.55,1.,0.,0.,3.,0.,2.,0.,0.,1.
1.,1.,0.19,0.55,1.,0.,0.,3.,0.,2.,0.,0.,1.
1.,0.,0.19,1.1,0.,0.,0.,2.,7.,0.,0.,0.,1.
1.,0.,0.19,0.65,0.,0.,0.,2.,0.,0.,1.,0.,1.
1.,0.,0.19,0.55,1.,0.,0.,2.,5.,0.,1.,0.,2.
1.,1.,0.19,0.45,1.,0.,0.,0.,0.,0.,0.,0.,1.
1.,0.,0.19,0.25,1.,0.,0.,0.,0.,1.,0.,0.,1.
1.,1.,0.19,0.35,1.,0.,0.,0.,0.,6.,1.,0.,1.
1.,1.,0.19,0.45,0.,0.,0.,0.,0.,0.,0.,0.,1.
1.,1.,0.19,0.65,1.,0.,0.,0.,0.,0.,0.,0.,1.
1.,1.,0.19,0.45,1.,0.,0.,0.,0.,1.,0.,0.,1.
1.,1.,0.19,0.65,0.,0.,0.,0.,0.,0.,0.,0.,1.
1.,0.,0.19,0.55,0.,0.,0.,0.,1.,0.,0.,0.,1.
1.,0.,0.19,0.55,0.,1.,0.,0.,0.,0.,1.,0.,1.
1.,0.,0.19,0.65,1.,0.,0.,0.,0.,0.,0.,0.,1.
1.,1.,0.19,0.45,0.,0.,0.,0.,0.,0.,0.,0.,1.
1.,0.,0.22,0.,0.,1.,0.,1.,14.,1.,1.,0.,7.
1.,1.,0.22,0.65,0.,0.,0.,4.,0.,1.,1.,0.,1.
1.,1.,0.22,0.45,0.,0.,0.,2.,0.,0.,1.,0.,1.
1.,1.,0.22,0.45,0.,0.,0.,1.,0.,5.,1.,0.,2.
1.,0.,0.22,1.1,1.,0.,0.,2.,7.,1.,1.,0.,1.
1.,1.,0.22,0.65,1.,0.,0.,1.,0.,2.,0.,0.,2.
1.,0.,0.22,0.35,0.,0.,0.,4.,0.,3.,1.,0.,2.
1.,0.,0.22,0.75,0.,0.,0.,5.,0.,6.,1.,0.,1.
1.,0.,0.22,0.15,1.,0.,0.,2.,5.,2.,1.,0.,2.
1.,0.,0.22,0.75,0.,0.,0.,4.,0.,3.,1.,0.,1.
1.,0.,0.22,0.65,0.,0.,0.,3.,0.,2.,0.,0.,1.
1.,0.,0.22,0.75,1.,0.,0.,3.,6.,3.,1.,0.,1.
1.,1.,0.22,0.65,1.,0.,0.,1.,0.,5.,0.,0.,1.
1.,0.,0.22,0.65,1.,0.,0.,3.,0.,0.,0.,0.,2.
1.,1.,0.22,0.55,1.,0.,0.,1.,0.,1.,1.,0.,1.
1.,1.,0.22,0.25,1.,0.,0.,1.,0.,10.,1.,0.,1.
1.,1.,0.22,0.55,0.,0.,0.,2.,0.,6.,0.,0.,1.
1.,0.,0.22,0.9,1.,0.,0.,1.,0.,5.,1.,0.,1.
1.,1.,0.22,0.45,0.,0.,0.,4.,4.,5.,0.,1.,1.
1.,1.,0.22,0.55,0.,0.,0.,1.,0.,0.,0.,0.,1.
1.,1.,0.22,0.65,1.,0.,0.,2.,4.,3.,0.,0.,1.
1.,1.,0.22,0.25,1.,0.,0.,4.,0.,1.,0.,0.,1.
1.,0.,0.22,0.45,0.,0.,0.,2.,0.,1.,0.,0.,1.
1.,1.,0.22,0.75,1.,0.,0.,1.,0.,1.,1.,0.,1.
1.,1.,0.22,0.45,0.,0.,0.,2.,1.,2.,0.,1.,1.
1.,0.,0.22,0.25,0.,0.,1.,2.,0.,12.,0.,1.,1.
1.,1.,0.22,0.9,1.,0.,0.,2.,0.,0.,1.,0.,1.
1.,1.,0.22,0.9,1.,0.,0.,4.,1.,0.,1.,0.,1.
1.,1.,0.22,0.75,0.,0.,0.,1.,0.,0.,0.,0.,1.
1.,1.,0.22,0.25,0.,0.,1.,1.,0.,0.,0.,1.,1.
1.,1.,0.22,0.35,0.,0.,0.,3.,7.,3.,0.,0.,1.
1.,1.,0.22,0.75,1.,0.,0.,2.,0.,3.,0.,0.,1.
1.,0.,0.22,1.3,1.,0.,0.,4.,0.,1.,0.,0.,1.
1.,0.,0.22,1.1,1.,0.,0.,3.,0.,0.,0.,1.,1.
1.,0.,0.22,0.75,0.,0.,0.,2.,0.,3.,1.,0.,1.
1.,0.,0.22,0.55,0.,0.,0.,1.,3.,0.,0.,0.,5.
